card_id,target
C_ID_0ab67a22ab,-2.5064570224198137
C_ID_130fd0cbdd,0.14929781942257958
C_ID_b709037bc5,-0.8578331861588602
C_ID_d27d835a9f,-0.020820444319916177
C_ID_2b5e3df5c2,-1.0142527489226423
C_ID_5814b4f13c,0.21200741865158368
C_ID_a1b3c75277,0.1417615945836155
C_ID_f7cada36d3,0.042842175532321246
C_ID_9d2bc8dfc4,-1.01970899366034
C_ID_6d8dba8475,-1.532741848985929
C_ID_4859ac9ed5,-0.6047619536407914
C_ID_0e281e8ad6,-0.0198100484545986
C_ID_8375dfdaa2,-0.06152122329807161
C_ID_79d149c008,0.31719155577395464
C_ID_7f1041e8e1,-2.338463174144774
C_ID_f72513589e,0.9339008280676934
C_ID_a7f2d6984e,0.3978926656293005
C_ID_15489b42d3,-0.04408413211166921
C_ID_e457bbd71d,-0.569249204988499
C_ID_3f74e10c7e,-0.17223141779580958
C_ID_48243da9c4,0.29177230350058536
C_ID_7ea1fcf117,-0.7371235438510528
C_ID_22e4a47c72,-0.12953451635222504
C_ID_5d30729184,0.239933817322604
C_ID_b54cfad8b2,-0.35800831415847933
C_ID_4b82e26faa,-0.6692841333675745
C_ID_60a453531a,-0.6471885959067452
C_ID_0c9315feec,-0.7711515351899301
C_ID_1e28804d36,-0.40041074521965925
C_ID_68de79f7e2,-0.1916801184769077
C_ID_78dedf0d70,-0.1738481038454786
C_ID_83e740197f,1.2914494943008141
C_ID_e6340286bd,-0.2374628502008274
C_ID_5005a6ad0e,0.9616273847209954
C_ID_b00860b6a5,-0.048321036401541374
C_ID_c595ba6d92,-0.295366974215573
C_ID_09ad76147d,0.29096257824175387
C_ID_041f478878,-1.8203125796974036
C_ID_8eaa79db4f,-1.3621470684147674
C_ID_74ff4fdd9d,0.5138228885854158
C_ID_2558bddd83,-0.35346636071298304
C_ID_5077e2007a,-0.5140831957800469
C_ID_66715f7d2b,0.4763044938252307
C_ID_f27972fa70,0.03547620180476285
C_ID_8f62bd5ac0,-0.4307399583355308
C_ID_40a2412bae,-0.8426059664878436
C_ID_57940f34ad,-0.20758515145980122
C_ID_8f9dc072c4,0.9312546383755593
C_ID_11ca664f8c,-0.2895996472591248
C_ID_50ad1cb064,-0.74248108540592
C_ID_e9771fd0b3,0.7700497875854473
C_ID_df2ae73120,0.43767316199878825
C_ID_fddf997091,-0.9610736220821059
C_ID_8202301cc0,0.2931983939706352
C_ID_4828164a6e,-0.17288557115046282
C_ID_4154bc963b,-0.25004005073979213
C_ID_0f68113888,-1.4939748337228358
C_ID_f9c5ec1112,-0.5252625779747027
C_ID_59406e1778,0.35949086394003515
C_ID_9119618513,-0.8396893588399228
C_ID_c37f1dacc3,-0.23901325235618448
C_ID_06a7a6f70d,-0.15941752454676827
C_ID_4ef8177b42,0.20498125654649169
C_ID_f7453d5126,0.07796038647685703
C_ID_038b1f5193,-0.3384988629340499
C_ID_7b3f35325f,-0.44157980227456506
C_ID_e3315cf124,-0.33816021638252575
C_ID_5a3419552f,-1.7432267507580466
C_ID_17cb2f55f2,-0.7435717294600662
C_ID_bfbffbec95,0.1341102044423831
C_ID_812e419644,-0.38597393045195005
C_ID_ac88d17815,0.6351494728466418
C_ID_562a791678,-0.7357973236710353
C_ID_a2e5f3b899,-0.19684734404032517
C_ID_5a66e302ea,0.5947317250680169
C_ID_215dd2acfd,0.5598487376649264
C_ID_ef5198fe59,-0.23727048842190124
C_ID_751e3800a5,-0.5804581215139564
C_ID_fa6b4db855,-0.12008667034116283
C_ID_771d1cb4c1,0.42066634791761265
C_ID_338bed6617,0.4290260788518444
C_ID_d580357116,-0.0093753544747663
C_ID_ba0303353c,0.03509556363132288
C_ID_348cbde97c,0.11025371512312804
C_ID_1120541741,-0.38072711732778186
C_ID_b320fc81e5,-0.1266448442427991
C_ID_89c020292e,0.304342057593708
